Tipo de Peça,id_peça,Data,Speed Factor,Média Delta temp_nozzle,Máximo Delta temp_nozzle,Média Delta Mesa (°C),Tempo Fora do Intervalo Extrusora (%),Taxa de Extrusão (mm/min),Tempo Ativo de Extrusão (%),Variação X,Variação Z,X_min,Média PWM Extrusora,Desvio Padrão PWM Extrusora,Média PWM Bed,Desvio Padrão PWM Bed,Taxa Variação temp_nozzle,Resultado
QUADRADO,46,2025-06-05 10:33:47/10:44:23,199.50980392156862,-0.04362745098039148,1.3199999999999932,0.0005882352941175294,0.9803921568627451,80.62264150943396,100.99009900990099,70.86,0.6000000000000001,74.77,68.01960784313725,7.524192522258921,31.735294117647058,5.174052686218709,0.17851485148514992,OK
RETANGULO,47,2025-06-05 13:32:56/13:53:19,200.0,0.008343558282210593,1.1399999999999864,0.00012269938650312991,0.0,82.96974652493869,100.61728395061729,71.31,0.6000000000000001,74.37,67.49079754601227,4.2504438376226155,30.926380368098158,4.884541352552704,0.05746913580246755,OK
L,48,2025-06-05 15:29:05/15:59:17,200.0,0.0018918918918923503,1.1599999999999966,0.001846846846846861,0.0,83.55993377483443,100.4524886877828,116.47999999999999,0.6000000000000001,49.47,67.48198198198199,4.16809033604691,28.693693693693692,4.980128462957744,0.06334841628959531,OK
L,49,2025-06-06 07:24:44/07:54:54,200.0,-0.0029090909090896825,1.1999999999999886,-0.0009545454545455864,0.0,83.61082872928176,100.4566210045662,110.47999999999999,0.6000000000000001,49.4,68.75454545454545,3.7003920898911535,30.918181818181818,4.9076062819714865,0.06849315068493135,OK
QUADRADO,50,2025-06-11 09:56:08/10:06:46,200.0,-0.012450980392155841,0.4900000000000091,0.000882352941176294,0.0,80.4601880877743,100.99009900990099,70.07000000000001,0.6000000000000001,74.77,67.20588235294117,3.8366090517180798,30.166666666666668,4.880925357269288,0.07980198019802007,OK
RETANGULO,51,2025-06-11 11:48:51/12:09:22,200.0,-0.11969325153374018,2.4000000000000057,0.0012269938650306474,2.4539877300613497,82.55970755483347,100.61728395061729,70.88999999999999,0.6000000000000001,74.37,67.8036809815951,11.420611049199827,30.030674846625768,4.834831585003872,0.3427160493827168,NOK
QUADRADO,52,2025-06-11 13:25:15/13:35:53,200.0,-0.10676767676767727,1.879999999999996,-0.0011111111111109604,2.0202020202020203,80.46112852664577,101.0204081632653,70.86,0.6000000000000001,74.77,67.13131313131314,13.90833435694662,30.67676767676768,5.430128127981097,0.37755102040816296,OK
QUADRADO,53,2025-06-11 14:24:21/14:35:02,200.0,0.5863725490196079,20.22,0.0015686274509801481,3.9215686274509802,80.12574102964118,100.99009900990099,70.23,0.6000000000000001,75.45,65.31372549019608,15.041184643779047,29.95098039215686,4.979915007784795,0.5894059405940623,NOK
QUADRADO,55,2025-06-11 15:19:38/15:33:09,150.0,0.0019090909090909854,1.0900000000000034,0.001272727272727341,0.0,63.296670776818736,100.91743119266054,68.25,0.6000000000000001,76.59,66.58181818181818,3.762152951306497,28.4,4.0141949962464345,0.0733944954128453,NOK
RETANGULO,56,2025-06-11 15:46:38/16:24:55,101.12359550561797,-0.001899441340781665,0.3899999999999863,0.0005027932960894037,0.0,44.17274706138441,100.56179775280899,70.55999999999999,0.6000000000000001,74.7,66.23463687150839,3.3571533984062456,28.033519553072626,4.4920647155092714,0.041516853932582885,NOK
RETANGULO,57,2025-06-12 09:51:23/10:17:34,149.70238095238096,-0.019761904761903367,2.5999999999999943,8.425799740458777e-17,2.380952380952381,64.61018459579886,100.59880239520957,70.57000000000001,0.6000000000000001,75.11,66.6547619047619,9.869197284115439,29.821428571428573,4.9661385480773435,0.15652694610778398,NOK
RETANGULO,58,2025-06-12 10:55:13/11:32:02,100.0,-0.0022155688622747943,0.2599999999999909,0.0008383233532934155,0.0,44.22399275690357,100.60240963855422,69.34,0.6000000000000001,75.5,66.60479041916167,3.4430969595233214,28.11377245508982,3.6741020732006002,0.045180722891566244,NOK
L,59,2025-06-12 11:56:09/12:50:40,100.0,0.015791855203621107,2.030000000000001,0.001357466063348466,0.904977375565611,44.124487924182205,100.45454545454547,121.06,0.6000000000000001,49.47,66.1131221719457,7.914937530822612,28.04524886877828,4.914518154181833,0.18404545454545382,NOK
QUADRADO,60,2025-06-12 12:59:02/13:09:58,190.29126213592232,0.3783495145631079,16.169999999999987,-0.0005825242718446126,5.825242718446602,78.20762195121951,100.98039215686273,69.88000000000001,0.6000000000000001,75.8,62.80582524271845,13.93124450926778,29.135922330097088,5.154568778086668,0.319705882352941,NOK
RETANGULO,61,2025-06-12 16:12:14/16:32:37,200.0,-0.0414723926380364,2.180000000000007,0.00036809815950882414,1.8404907975460123,82.72641046606705,100.61728395061729,71.25999999999999,0.6000000000000001,74.37,64.33742331288343,11.140084922707373,28.153374233128833,4.411800704684029,0.17820987654321024,NOK
L,62,2025-06-12 17:35:07/18:05:31,200.0,-0.021415094339621535,2.4399999999999977,-0.0006132075471701907,1.4150943396226416,83.08026315789473,100.4739336492891,169.78,0.8,0.0,64.39150943396227,8.238881554846634,28.19811320754717,4.557000367271533,0.1589099526066336,NOK
QUADRADO,63,2025-06-12 19:07:41/19:21:25,150.47169811320754,-0.15801886792452777,1.710000000000008,-0.0007547169811321254,3.7735849056603774,62.45970873786408,100.95238095238095,145.26,0.8,0.0,64.28301886792453,13.081251372338478,28.42452830188679,4.871585472254088,0.39800000000000046,NOK
RETANGULO,64,2025-06-12 19:31:01/20:08:00,100.0,0.00036144578313339554,0.1999999999999886,0.0007228915662650438,0.0,44.01523208652546,100.60606060606061,69.72999999999999,0.6000000000000001,75.16,64.86144578313252,3.0726686190504275,28.08433734939759,3.596984660676498,0.033878787878787356,NOK
