timestamp,temp_nozzle,temp_target_nozzle,temp_delta_nozzle,pwm_nozzle,temp_bed,temp_target_bed,temp_delta_bed,pwm_bed,X,Y,Z,E,speed_factor,filename
2025-05-29 13:24:32,200.0,200.0,0.0,67,60.01,60.0,0.00999999999999801,24,,,,,200.0,zd2c72~1
2025-05-29 13:24:36,200.02,200.0,0.020000000000010232,67,60.02,60.0,0.020000000000003126,22,86.46,115.49,0.4,747.34,200.0,zd2c72~1
2025-05-29 13:24:45,200.01,200.0,0.009999999999990905,67,60.01,60.0,0.00999999999999801,24,86.46,112.1,0.4,760.62,200.0,zd2c72~1
2025-05-29 13:24:51,200.03,200.0,0.030000000000001137,67,60.0,60.0,0.0,26,86.46,109.83,0.4,769.48,200.0,zd2c72~1
2025-05-29 13:25:01,199.97,200.0,-0.030000000000001137,68,60.01,60.0,0.00999999999999801,24,86.46,106.44,0.4,782.51,200.0,zd2c72~1
2025-05-29 13:25:07,200.02,200.0,0.020000000000010232,67,60.01,60.0,0.00999999999999801,26,,,,,200.0,zd2c72~1
2025-05-29 13:25:10,200.04,200.0,0.03999999999999204,66,60.01,60.0,0.00999999999999801,24,86.46,103.04,0.4,794.62,200.0,zd2c72~1
2025-05-29 13:25:19,200.01,200.0,0.009999999999990905,67,60.0,60.0,0.0,27,86.46,99.65,0.4,805.77,200.0,zd2c72~1
2025-05-29 13:25:24,200.0,200.0,0.0,67,60.0,60.0,0.0,28,86.46,97.39,0.4,812.67,200.0,zd2c72~1
2025-05-29 13:25:32,200.03,200.0,0.030000000000001137,66,60.0,60.0,0.0,28,86.46,93.99,0.4,822.22,200.0,zd2c72~1
2025-05-29 13:25:35,200.03,200.0,0.030000000000001137,66,60.02,60.0,0.020000000000003126,21,,,,,200.0,zd2c72~1
2025-05-29 13:25:39,199.97,200.0,-0.030000000000001137,68,59.98,60.0,-0.020000000000003126,33,86.46,90.6,0.4,830.82,200.0,zd2c72~1
2025-05-29 13:25:46,200.04,200.0,0.03999999999999204,66,59.98,60.0,-0.020000000000003126,37,86.46,87.21,0.4,838.46,200.0,zd2c72~1
2025-05-29 13:25:50,199.99,200.0,-0.009999999999990905,68,60.02,60.0,0.020000000000003126,23,86.46,84.94,0.4,843.01,200.0,zd2c72~1
2025-05-29 13:25:55,200.01,200.0,0.009999999999990905,67,59.99,60.0,-0.00999999999999801,32,86.46,81.55,0.4,849.06,200.0,zd2c72~1
2025-05-29 13:26:00,200.0,200.0,0.0,67,60.01,60.0,0.00999999999999801,25,,,,,200.0,zd2c72~1
2025-05-29 13:26:02,200.03,200.0,0.030000000000001137,66,59.97,60.0,-0.030000000000001137,36,86.46,77.02,0.4,855.62,200.0,zd2c72~1
2025-05-29 13:26:05,200.03,200.0,0.030000000000001137,66,59.99,60.0,-0.00999999999999801,30,86.46,73.63,0.4,859.42,200.0,zd2c72~1
2025-05-29 13:26:10,200.0,200.0,0.0,67,60.01,60.0,0.00999999999999801,24,86.46,69.1,0.4,863.01,200.0,zd2c72~1
2025-05-29 13:26:14,200.01,200.0,0.009999999999990905,67,60.0,60.0,0.0,27,86.46,62.31,0.4,865.19,200.0,zd2c72~1
2025-05-29 13:26:21,199.96,200.0,-0.03999999999999204,68,60.0,60.0,0.0,27,134.98,169.79,0.6,871.51,200.0,zd2c72~1
2025-05-29 13:26:26,199.93,200.0,-0.06999999999999318,69,59.98,60.0,-0.020000000000003126,33,134.23,159.13,0.6,896.77,200.0,zd2c72~1
2025-05-29 13:26:36,199.97,200.0,-0.030000000000001137,68,59.95,60.0,-0.04999999999999716,44,,,,,200.0,zd2c72~1
2025-05-29 13:26:46,199.97,200.0,-0.030000000000001137,69,60.0,60.0,0.0,31,86.46,155.47,0.6,906.7,200.0,zd2c72~1
2025-05-29 13:26:47,199.97,200.0,-0.030000000000001137,69,59.99,60.0,-0.00999999999999801,35,86.46,150.95,0.6,908.56,200.0,zd2c72~1
2025-05-29 13:26:53,199.94,200.0,-0.060000000000002274,70,60.01,60.0,0.00999999999999801,27,104.13,158.44,0.6,919.8,200.0,zd2c72~1
2025-05-29 13:27:00,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,29,110.92,158.44,0.6,931.86,200.0,zd2c72~1
2025-05-29 13:27:02,200.03,200.0,0.030000000000001137,68,59.98,60.0,-0.020000000000003126,35,,,,,200.0,zd2c72~1
2025-05-29 13:27:06,199.99,200.0,-0.009999999999990905,69,60.0,60.0,0.0,30,115.45,158.44,0.6,942.02,200.0,zd2c72~1
2025-05-29 13:27:11,199.96,200.0,-0.03999999999999204,69,60.01,60.0,0.00999999999999801,27,118.84,158.44,0.6,950.76,200.0,zd2c72~1
2025-05-29 13:27:17,200.03,200.0,0.030000000000001137,68,60.01,60.0,0.00999999999999801,23,122.24,158.44,0.6,960.46,200.0,zd2c72~1
2025-05-29 13:27:23,199.99,200.0,-0.009999999999990905,69,60.0,60.0,0.0,27,125.63,158.44,0.6,971.11,200.0,zd2c72~1
2025-05-29 13:27:27,200.01,200.0,0.009999999999990905,68,60.0,60.0,0.0,28,127.89,158.44,0.6,978.75,200.0,zd2c72~1
2025-05-29 13:27:32,199.99,200.0,-0.009999999999990905,69,59.99,60.0,-0.00999999999999801,31,,,,,200.0,zd2c72~1
2025-05-29 13:27:37,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,30,132.42,158.44,0.6,995.3,200.0,zd2c72~1
2025-05-29 13:27:45,200.0,200.0,0.0,68,60.0,60.0,0.0,29,133.54,156.17,0.6,1008.56,200.0,zd2c72~1
2025-05-29 13:27:54,200.02,200.0,0.020000000000010232,68,60.0,60.0,0.0,28,133.54,152.77,0.6,1021.85,200.0,zd2c72~1
2025-05-29 13:28:02,200.02,200.0,0.020000000000010232,68,60.0,60.0,0.0,30,133.54,149.38,0.6,1035.13,200.0,zd2c72~1
2025-05-29 13:28:08,200.0,200.0,0.0,69,60.0,60.0,0.0,29,,,,,200.0,zd2c72~1
2025-05-29 13:28:11,200.0,200.0,0.0,69,60.01,60.0,0.00999999999999801,23,133.54,145.99,0.6,1048.42,200.0,zd2c72~1
2025-05-29 13:28:19,199.97,200.0,-0.030000000000001137,69,59.99,60.0,-0.00999999999999801,31,133.54,142.59,0.6,1061.71,200.0,zd2c72~1
2025-05-29 13:28:25,199.99,200.0,-0.009999999999990905,69,60.01,60.0,0.00999999999999801,27,133.54,140.33,0.6,1070.57,200.0,zd2c72~1
2025-05-29 13:28:31,200.01,200.0,0.009999999999990905,68,60.01,60.0,0.00999999999999801,25,133.54,138.07,0.6,1079.43,200.0,zd2c72~1
2025-05-29 13:28:37,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,30,,,,,200.0,zd2c72~1
2025-05-29 13:28:39,200.0,200.0,0.0,69,60.01,60.0,0.00999999999999801,26,133.54,134.67,0.6,1092.71,200.0,zd2c72~1
2025-05-29 13:28:48,200.07,200.0,0.06999999999999318,67,59.99,60.0,-0.00999999999999801,31,133.54,131.28,0.6,1106.0,200.0,zd2c72~1
2025-05-29 13:28:54,199.99,200.0,-0.009999999999990905,69,59.98,60.0,-0.020000000000003126,35,133.54,129.01,0.6,1114.86,200.0,zd2c72~1
2025-05-29 13:29:02,199.98,200.0,-0.020000000000010232,69,60.0,60.0,0.0,29,133.54,125.62,0.6,1128.15,200.0,zd2c72~1
2025-05-29 13:29:08,200.03,200.0,0.030000000000001137,68,59.99,60.0,-0.00999999999999801,32,,,,,200.0,zd2c72~1
2025-05-29 13:29:11,200.05,200.0,0.05000000000001137,67,59.99,60.0,-0.00999999999999801,32,133.54,122.23,0.6,1141.43,200.0,zd2c72~1
2025-05-29 13:29:17,199.99,200.0,-0.009999999999990905,69,60.0,60.0,0.0,28,133.54,119.96,0.6,1150.29,200.0,zd2c72~1
2025-05-29 13:29:25,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,28,133.54,116.57,0.6,1163.58,200.0,zd2c72~1
2025-05-29 13:29:31,200.03,200.0,0.030000000000001137,68,60.0,60.0,0.0,29,133.54,114.31,0.6,1172.44,200.0,zd2c72~1
2025-05-29 13:29:37,199.97,200.0,-0.030000000000001137,69,59.99,60.0,-0.00999999999999801,33,,,,,200.0,zd2c72~1
2025-05-29 13:29:42,199.96,200.0,-0.03999999999999204,69,59.99,60.0,-0.00999999999999801,33,133.54,109.78,0.6,1190.15,200.0,zd2c72~1
2025-05-29 13:29:51,200.01,200.0,0.009999999999990905,68,59.99,60.0,-0.00999999999999801,32,133.54,106.39,0.6,1203.18,200.0,zd2c72~1
2025-05-29 13:29:57,200.07,200.0,0.06999999999999318,67,60.01,60.0,0.00999999999999801,24,133.54,104.12,0.6,1211.35,200.0,zd2c72~1
